"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","119","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","94","962","1","298.107544","0","192"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/MapTemplates/MASTER_Sky_Material.MASTER_Sky_Material","0","4","4","2","9.273605","0","4"
"/Game/VirtualRealityBP/Raznoe/paraboloid.paraboloid","0","28","8","1","140.312027","12","104"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","4","4","2","3.484527","0","4"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","0","0","48","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","0","0","32","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","0","0","40","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","0","0","2","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","0","21","3","1","134.772461","0","141"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","0","21","1","0.000000","0","0"
"/AnimationSharing/AnimSharingBase.AnimSharingBase","0","24","1","1","135.027954","0","193"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","33","4","1","198.457809","0","233"
"/DatasmithContent/Materials/AliasMaster.AliasMaster","0","42","3","1","243.163116","0","299"
"/Engine/EngineDebugMaterials/BlackUnlitMaterial.BlackUnlitMaterial","0","4","4","1","3.679824","0","4"
"/Engine/VREditor/LaserPointer/LaserPointerMaterial.LaserPointerMaterial","0","4","4","1","4.226830","0","5"
"/Game/VirtualReality/Materials/M_SplineArcMat.M_SplineArcMat","0","20","10","1","17.283518","0","59"
"/Game/VirtualReality/Materials/M_ArcEndpoint.M_ArcEndpoint","0","40","1","1","104.336884","0","153"
"/Game/VirtualReality/Materials/M_TeleportPreviews.M_TeleportPreviews","0","10","10","1","9.443911","0","19"
"/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat.M_HandMat","0","24","1","1","140.083496","0","131"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","0","0","63","3","0.000000","0","0"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","0","0","12","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","78","1","0.000000","0","0"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","0","0","12","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","21","4","1","128.545486","0","93"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","21","2","1","127.090965","0","122"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","21","4","1","128.237549","0","106"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","21","3","1","121.582047","0","105"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","21","5","1","134.917099","0","106"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","21","4","1","133.989365","0","108"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","21","1","1","130.265015","0","100"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","21","2","1","130.390549","0","105"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","21","2","1","125.502541","0","103"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","21","4","1","131.696014","0","104"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","21","1","1","134.336304","0","98"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","21","2","1","128.673492","0","102"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","21","4","1","123.550636","0","103"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","21","6","1","72.648232","0","87"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","21","5","1","127.621780","0","126"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","21","4","1","133.701355","0","108"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","21","5","1","129.415497","0","123"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","21","4","1","136.063889","0","134"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","21","2","1","145.447769","0","117"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","21","4","1","121.430946","0","112"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","21","4","1","133.771408","0","93"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","21","2","1","126.538528","0","102"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","21","4","1","123.382042","0","106"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","21","3","1","130.336655","0","105"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","21","5","1","129.816055","0","110"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","21","3","1","127.958206","0","100"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","30","6","1","71.935371","0","113"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","21","5","1","129.138489","0","111"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","21","3","1","130.356552","0","105"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","21","2","1","126.970650","0","103"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","42","5","1","184.314789","0","239"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","21","2","1","123.190155","0","106"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","21","4","1","128.480316","0","113"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","21","4","1","136.371796","0","106"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","21","5","1","128.001160","0","107"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","21","3","1","129.273407","0","100"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","84","3","1","293.768707","0","589"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","24","10","1","20.165342","0","80"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","32","3","1","26.868761","0","100"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","36","9","1","24.189405","0","120"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","24","10","1","22.481936","0","89"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","21","1","1","134.966187","0","88"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","21","2","1","121.334442","0","105"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","42","4","1","173.855682","0","211"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","112","8","1","180.895325","0","937"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","21","1","1","124.721169","0","102"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","21","3","1","122.090820","0","104"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","21","5","1","128.821655","0","107"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","21","4","1","128.493927","0","121"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","21","1","1","124.618935","0","120"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","21","2","1","132.040192","0","102"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","21","2","1","132.588165","0","108"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","21","4","1","124.201332","0","104"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","21","2","1","131.956604","0","93"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","21","4","1","75.029655","0","79"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","21","4","1","122.205353","0","97"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","21","4","1","125.873726","0","106"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","21","5","1","143.114502","0","122"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","33","4","1","204.481689","0","223"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","2","2","1","1.667540","0","2"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","2","2","1","2.143751","0","3"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","21","5","1","133.960678","0","107"
"/Game/VirtualReality/Materials/GenericHMDMaterial.GenericHMDMaterial","0","12","4","1","73.187309","0","32"
"/Game/VirtualReality/Materials/M_BaseMaterial.M_BaseMaterial","0","33","4","1","189.461197","0","218"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","21","1","1","128.001556","0","98"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","21","2","1","128.459061","0","94"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","12","1","1","75.507523","0","42"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","12","3","1","70.695404","0","39"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","21","4","1","127.992226","0","96"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","47","1","1","145.346024","0","338"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","32","3","1","27.367014","0","100"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","32","5","1","25.662699","0","118"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","24","9","1","22.485022","0","67"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","30","10","1","23.425041","0","109"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","21","1","1","124.300690","0","92"
